,aeid,acid,assay_component_endpoint_name,export_ready,internal_ready,assay_component_endpoint_desc,assay_function_type,normalized_data_type,burst_assay,key_positive_control,signal_direction,intended_target_type,intended_target_type_sub,intended_target_family,intended_target_family_sub,fit_all,cell_viability_assay,data_usability,n_chemicals,n_chemicals_no_chid
818,1662,1016,TOX21_RORg_LUC_CHO_Antagonist_viability,1,1,"TOX21_RORg_LUC_CHO_Antagonist_viability used a type of viability reporter where loss-of-signal activity can be used to understand changes in the cell viability. Furthermore, this assay endpoint can be referred to as a secondary readout, because this assay has produced multiple assay endpoints where this one serves a viability function. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cell cycle intended target family, where the subfamily is cytotoxicity.",viability,percent_activity,1,tetraoctylammonium bromide,loss,cellular,cellular,cell cycle,cytotoxicity,0,1,1,7872,52650
819,1664,1017,CEETOX_H295R_MTT_cell_viability,1,1,"The assay component endpoint CEETOX_H295R_MTT_cell_viability was analyzed with bidirectional fitting relation to DMSO as the negative control and baseline of activity. Using a type of viability reporter in the MTT cytotoxicity assay, gain or loss-of-signal activity can be used to monitor cellular processes to understand changes in proliferation. To generalize the intended target to other relatable targets, this assay endpoint is annotated to cell cycle, where the subfamily is proliferation.",viability,percent_activity,0,,bidirectional,cellular,cellular,cell cycle,proliferation,0,1,1,656,9929
820,1682,1027,STM_H9_CystineISnorm_perc,1,1,"Data from the assay component STM_H9_CystineISnorm_perc was analyzed at the assay endpoint STM_H9_CystineISnorm_perc in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of binding reporter, gain or loss-of-signal activity can be used to understand relative metabolite change.",relative metabolite change,log2_fold_induction,0,Methotrexate,bidirectional,protein,secretome metabolite,metabolite,Cystine,0,0,1,380,3509
821,1688,1030,STM_H9_OrnithineISnorm_perc,1,1,"Data from the assay component STM_H9_OrnithineISnorm_perc was analyzed at the assay endpoint STM_H9_OrnithineISnorm_perc in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of binding reporter, gain or loss-of-signal activity can be used to understand relative metabolite change.",relative metabolite change,log2_fold_induction,0,Methotrexate,bidirectional,protein,secretome metabolite,metabolite,Ornithine,0,0,1,380,2919
822,1690,1031,STM_H9_OrnCyssISnorm_ratio,1,1,"Data from the assay component STM_H9_OrnCyssISnorm_ratio was analyzed at the assay endpoint STM_H9_OrnCyssISnorm_ratio in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of binding reporter, gain or loss-of-signal activity can be used to understand relative metabolite change.",relative metabolite change,log2_fold_induction,0,Methotrexate,bidirectional,protein,secretome metabolite,metabolite,Ornithine/Cystine,0,0,1,429,2942
823,1744,1034,NVS_ENZ_hPPP3CA,1,1,"Data from the assay component NVS_ENZ_hPPP3CA was analyzed into 1 assay endpoint. This assay endpoint, NVS_ENZ_hPPP3CA, was analyzed in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. 
Using a type of enzyme reporter, loss-of-signal activity can be used to understand changes in the enzymatic activity as they relate to the gene PPP3CA.
Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay endpoints where this one serves a enzymatic activity function. 
To generalize the intended target to other relatable targets, this assay endpoint is annotated to the phosphatase intended target family, where the subfamily is serine/threonine phosphatase.",enzymatic activity,percent_activity,0,NA,loss,protein,enzyme,phosphatase,serine/threonine phosphatase,0,0,1,0,0
824,1746,1035,ATG_GPCR_ADORA2A_TRANS,1,1,"The assay endpoint ATG_GPCR_ADORA2A_TRANS was analyzed in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. 

Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene ADORA2A. Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay  endpoints where this one serves a reporter gene function. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the gpcr intended target family.",reporter gene,log2_fold_induction,0,NA,gain,protein,transcription factor,gpcr,NA,0,0,1,25,48
825,1748,1036,ATG_GPCR_ADORA2B_TRANS,1,1,"The assay endpoint ATG_GPCR_ADORA2B_TRANS was analyzed in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. 

Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene ADORA2B. Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay  endpoints where this one serves a reporter gene function. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the gpcr intended target family.",reporter gene,log2_fold_induction,0,NA,gain,protein,transcription factor,gpcr,NA,0,0,1,25,48
826,1750,1037,ATG_GPCR_ADRA1A_TRANS,1,1,"The assay endpoint ATG_GPCR_ADRA1A_TRANS was analyzed in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. 

Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene ADRA1A. Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay  endpoints where this one serves a reporter gene function. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the gpcr intended target family.",reporter gene,log2_fold_induction,0,NA,gain,protein,transcription factor,gpcr,NA,0,0,1,25,48
827,1752,1038,ATG_GPCR_ADRA2B_TRANS,1,1,"The assay endpoint ATG_GPCR_ADRA2B_TRANS was analyzed in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. 

Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene ADRA2B. Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay  endpoints where this one serves a reporter gene function. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the gpcr intended target family.",reporter gene,log2_fold_induction,0,NA,gain,protein,transcription factor,gpcr,NA,0,0,1,25,48
828,1754,1039,ATG_GPCR_ADRB2_TRANS,1,1,"The assay endpoint ATG_GPCR_ADRB2_TRANS was analyzed in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. 

Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene ADRB2. Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay  endpoints where this one serves a reporter gene function. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the gpcr intended target family.",reporter gene,log2_fold_induction,0,NA,gain,protein,transcription factor,gpcr,NA,0,0,1,25,48
829,1756,1040,ATG_GPCR_ADRB3_TRANS,1,1,"The assay endpoint ATG_GPCR_ADRB3_TRANS was analyzed in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. 

Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene ADRB3. Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay  endpoints where this one serves a reporter gene function. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the gpcr intended target family.",reporter gene,log2_fold_induction,0,NA,gain,protein,transcription factor,gpcr,NA,0,0,1,25,48
830,1758,1041,ATG_GPCR_CHRM3_TRANS,1,1,"The assay endpoint ATG_GPCR_CHRM3_TRANS was analyzed in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. 

Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene CHRM3. Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay  endpoints where this one serves a reporter gene function. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the gpcr intended target family.",reporter gene,log2_fold_induction,0,NA,gain,protein,transcription factor,gpcr,NA,0,0,1,25,48
831,1760,1042,ATG_GPCR_DRD1_TRANS,1,1,"The assay endpoint ATG_GPCR_DRD1_TRANS was analyzed in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. 

Using a type of inducible reporter, measures of mRNA for gain-of-signal activity can be used to understand the reporter gene at the transcription factor-level as they relate to the gene DRD1. Furthermore, this assay endpoint can be referred to as a primary readout, because this assay has produced multiple assay  endpoints where this one serves a reporter gene function. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the gpcr intended target family.",reporter gene,log2_fold_induction,0,NA,gain,protein,transcription factor,gpcr,NA,0,0,1,25,48
